,Brand Name,Product Link,Image Url,Product Name,Product_info,Description,Item NO,Price
276,Nu Radiance Inc,product_bybrand_thumb.asp?mfgd=Nu+Radiance+Inc,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Nu Radiance Inc,Implant Bone Syringe #01 (6mm),Mfg. Part #: IMPBSY-01,,Disclaimer:
277,Nulite Systems,product_bybrand_thumb.asp?mfgd=Nulite+Systems,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Nulite Systems,Light Handle Sleeves (Pkg. of 500),Mfg. Part #: PQ106,N/A,E-mail addresses will be kept confidential.
278,Odontit,product_bybrand_thumb.asp?mfgd=Odontit,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Odontit,Angular Scissors (Pearson),Mfg. Part #: P216C,,E-mail addresses will be kept confidential.
279,Olympic Medical,product_bybrand_thumb.asp?mfgd=Olympic+Medical,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Olympic Medical,Panadent Leaf Gauge,Mfg. Part #: 9390DP,,E-mail addresses will be kept confidential.
280,Op-D-Op,product_bybrand_thumb.asp?mfgd=Op-D-Op,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Op,Mouth Kote Spray 2oz,Mfg. Part #: 098-02,,E-mail addresses will be kept confidential.
281,Optident,product_bybrand_thumb.asp?mfgd=Optident,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Optident,"""DUO"" Amalgam Gun",Mfg. Part #: 10430,,E-mail addresses will be kept confidential.
282,Oral Health Products,product_bybrand_thumb.asp?mfgd=Oral+Health+Products,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Oral Health Products,Vivid CalLiner Self Cure Standard Package,"Contains: Base Paste 14gm, Catalyst Paste 12gm & Mixing Pad
",,E-mail addresses will be kept confidential.
283,Oraline,product_bybrand_thumb.asp?mfgd=Oraline,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Oraline,Value Series Style 250 Regular ,"Power: 2.2 - Working Distance: 17"" - Field of View: 4.5"" ",,E-mail addresses will be kept confidential.
284,Ortho Source,product_bybrand_thumb.asp?mfgd=Ortho+Source,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Ortho Source,Burs/Abrasive Holder (150 Hole),Mfg. Part #: 3043,,E-mail addresses will be kept confidential.
285,Ortho Technology,product_bybrand_thumb.asp?mfgd=Ortho+Technology,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Ortho Technology,Denture Brush Large Assorted Colors Pkg of 24,Mfg. Part #: LD40,N/A,E-mail addresses will be kept confidential.
286,Orthopli,product_bybrand_thumb.asp?mfgd=Orthopli,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Orthopli,Save-A-Tooth Each,Mfg. Part #: SAVEATOOTH,N/A,E-mail addresses will be kept confidential.
287,Osseo Scientific,product_bybrand_thumb.asp?mfgd=Osseo+Scientific,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Osseo Scientific,Super Seal (8 ml.),Mfg. Part #: 0000,E223214,E-mail addresses will be kept confidential.
288,Osung,product_bybrand_thumb.asp?mfgd=Osung,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Osung,"Photography Mirror With Handle ""O"" Titanium",Mfg. Part #: TH-1000,N/A,E-mail addresses will be kept confidential.
289,Pacstar,product_bybrand_thumb.asp?mfgd=Pacstar,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Pacstar,Plackers Micro Mint Flosser pkg of 3 x 48,Mfg. Part #: RA64751,N/A,E-mail addresses will be kept confidential.
290,Pakistan Instruments,product_bybrand_thumb.asp?mfgd=Pakistan+Instruments,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Pakistan Instruments,Plak Smacker Bubblegum 4.3oz Pkg of 12,Mfg. Part #: 11422,E090992,E-mail addresses will be kept confidential.
291,Panadent,product_bybrand_thumb.asp?mfgd=Panadent,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Panadent,The Platypus Patient Sample Packs,Contains: 75 bags of 3 flossers each,N/A,E-mail addresses will be kept confidential.
292,Parnell,product_bybrand_thumb.asp?mfgd=Parnell,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Parnell,"Polishing Strip Roll Fine, 10m",Mfg. Part #: 5511,E090994,E-mail addresses will be kept confidential.
293,PD,product_bybrand_thumb.asp?mfgd=PD,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", PD,Laboflam Bunsen Burner,Mfg. Part #: FU37-0562,N/A,E-mail addresses will be kept confidential.
294,Perio Support,product_bybrand_thumb.asp?mfgd=Perio+Support,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Perio Support,Gleco Trap 1 gallon Refill (4),Mfg. Part #: 70-78717,E090996,E-mail addresses will be kept confidential.
295,Perioptix,product_bybrand_thumb.asp?mfgd=Perioptix,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Perioptix,Precision Amalgam Well,Mfg. Part #: 700100-0000-001,N/A,E-mail addresses will be kept confidential.
296,Pfingst,product_bybrand_thumb.asp?mfgd=Pfingst,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Pfingst,Prevention Antibacterial Mouth Rinse 16oz. (6),Mfg. Part #: 136158,E090906,E-mail addresses will be kept confidential.
297,PHB,product_bybrand_thumb.asp?mfgd=PHB,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", PHB,Predator Accu-Prep FG Bur #379 Pkg of 5,Mfg. Part #: 379/023,,E-mail addresses will be kept confidential.
298,Phoenix Lazerus,product_bybrand_thumb.asp?mfgd=Phoenix+Lazerus,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Phoenix Lazerus,Brush-On Adhesive Without Brush,Mfg. Part #: 25-000,,E-mail addresses will be kept confidential.
299,Phoenix Products,product_bybrand_thumb.asp?mfgd=Phoenix+Products,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Phoenix Products,Imperial C-Fold Towel White case of 16 Sleeves of 150 (2400),Mfg. Part #: CB911,,E-mail addresses will be kept confidential.
300,PhotoMed International,product_bybrand_thumb.asp?mfgd=PhotoMed+International,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", PhotoMed International,SoftX Foam Bite Wing Loops #2 Pkg of 250,Mfg. Part #: DSL2250,,E-mail addresses will be kept confidential.
301,Plackers,product_bybrand_thumb.asp?mfgd=Plackers,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Plackers,ProSafe Disp. Face Drapes (50),Mfg. Part #: 1110BLUE,,E-mail addresses will be kept confidential.
302,Plak Smacker,product_bybrand_thumb.asp?mfgd=Plak+Smacker,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Plak Smacker,Lip Clear Lysine (7g),Mfg. Part #: F-LIP7A,N/A,E-mail addresses will be kept confidential.
303,Platypus Company,product_bybrand_thumb.asp?mfgd=Platypus+Company,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Platypus Company,Metal-Bite Standard Package,"Contains: 2 x 50ml cartridges & 12 tips
",,E-mail addresses will be kept confidential.
304,Polydentia,product_bybrand_thumb.asp?mfgd=Polydentia,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Polydentia,Cotton Roll Holder w/Tongue Depressor (Pearson) ,Mfg. Part #: RI34,,E-mail addresses will be kept confidential.
305,Pr-Den,product_bybrand_thumb.asp?mfgd=Pr-Den,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Pr,"Amalgam Squeeze Cloth 3"" Round Box of 500",Mfg. Part #: 03,,E-mail addresses will be kept confidential.
306,Practicon,product_bybrand_thumb.asp?mfgd=Practicon,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Practicon,Etchmaster Handpiece 4-Hole Starter Kit ,"Contains: 1 4-Hole Handpiece Attachment, 5 Regular and 5 Lingual Small BE/50 Hard Abrasive Tips",,E-mail addresses will be kept confidential.
307,Precision Dental,product_bybrand_thumb.asp?mfgd=Precision+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Precision Dental,"Eaz Out Luxating Elevator 3mm Left, Each",Mfg. Part #: 1301,,E-mail addresses will be kept confidential.
308,Prevention Labs,product_bybrand_thumb.asp?mfgd=Prevention+Labs,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Prevention Labs,"Whitening oral rinse, 16oz",Mfg. Part #: SS343,N/A,E-mail addresses will be kept confidential.
309,Prima Dental,product_bybrand_thumb.asp?mfgd=Prima+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Prima Dental,Replacement Tip #7,Mfg. Part #: CHISEL-7,N/A,E-mail addresses will be kept confidential.
310,Prime Dental,product_bybrand_thumb.asp?mfgd=Prime+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Prime Dental,MerconSpray 1-250ml Pump,Mfg. Part #: 20-MSPRAY-250,F170414,E-mail addresses will be kept confidential.
311,Princess Paper,product_bybrand_thumb.asp?mfgd=Princess+Paper,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Princess Paper,Eugenol 120 cc Bottle (Roth),Mfg. Part #: EUG120,N/A,E-mail addresses will be kept confidential.
312,ProEdge Dental,product_bybrand_thumb.asp?mfgd=ProEdge+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", ProEdge Dental,"Stickers ""Brush & Floss"" (75)",Mfg. Part #: 9139,F170416,E-mail addresses will be kept confidential.
313,ProSafe Products,product_bybrand_thumb.asp?mfgd=ProSafe+Products,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", ProSafe Products,Closys II 16 oz. Oral Rinse ,Mfg. Part #: 2C-16-12RU-1,N/A,E-mail addresses will be kept confidential.
314,Quantum Health,product_bybrand_thumb.asp?mfgd=Quantum+Health,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Quantum Health,"Rudishauser X-Thin/Blue, Pkg. of 12 Books",Mfg. Part #: R1,F170418,E-mail addresses will be kept confidential.
315,R Dental,product_bybrand_thumb.asp?mfgd=R+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", R Dental,Bone Crusher,Mfg. Part #: 700-044,N/A,E-mail addresses will be kept confidential.
316,Raj,product_bybrand_thumb.asp?mfgd=Raj,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Raj,EndoCube Endo System E-Type,Mfg. Part #: ECUBEM-ETYPE,F170428,E-mail addresses will be kept confidential.
317,Rand,product_bybrand_thumb.asp?mfgd=Rand,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Rand,"Safe-Vac Evacuation Tips, Standard Pkg of 50",Mfg. Part #: SV002ST,N/A,E-mail addresses will be kept confidential.
318,Raytech,product_bybrand_thumb.asp?mfgd=Raytech,N/A,N/A,Jumbo Bib Clips Yellow,Mfg. Part #: BCY,F170430,E-mail addresses will be kept confidential.
319,Reliance Ortho,product_bybrand_thumb.asp?mfgd=Reliance+Ortho,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Reliance Ortho,Sankin Anatom Crown Refill DUL22 Pkg. of 10,"Buy 2, Get 1 FREE. Net Price: $13.30",N/A,E-mail addresses will be kept confidential.
320,Rico Medical,product_bybrand_thumb.asp?mfgd=Rico+Medical,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Rico Medical,Titanium Bone Mill Forceps,Mfg. Part #: 1722,F170432,E-mail addresses will be kept confidential.
321,Robell Research,product_bybrand_thumb.asp?mfgd=Robell+Research,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Robell Research,Fluoroseal LC Dentin Kit,Mfg. Part #: 75-03,N/A,E-mail addresses will be kept confidential.
322,Roen,product_bybrand_thumb.asp?mfgd=Roen,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Roen,Gardner Bone Chisel #1,Mfg. Part #: PI-161,F170420,E-mail addresses will be kept confidential.
323,Ross Dental,product_bybrand_thumb.asp?mfgd=Ross+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Ross Dental,Leonardo Palatal Expander 8mm Pkg of 3,Mfg. Part #: V30-0812 E,N/A,E-mail addresses will be kept confidential.
324,Roth International,product_bybrand_thumb.asp?mfgd=Roth+International,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Roth International,Hg5-HV High Volume Separator,Accommodates up to 20 operatories,F170422,E-mail addresses will be kept confidential.
325,Rousek Toys,product_bybrand_thumb.asp?mfgd=Rousek+Toys,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Rousek Toys,Soludent Rapid Manual Qrt.(3Fix&3Dev),Mfg. Part #: 602-79,N/A,E-mail addresses will be kept confidential.
326,Rowpar,product_bybrand_thumb.asp?mfgd=Rowpar,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Rowpar,#1 Piezo-Electric Scaler Tips Each ,Mfg. Part #: 941-100,F170424,E-mail addresses will be kept confidential.
327,Rudischhauser,product_bybrand_thumb.asp?mfgd=Rudischhauser,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Rudischhauser,"DUP Duplicating Film 8"" x 10"" Pkg. of 100",Mfg. Part #: DUP8X10,N/A,E-mail addresses will be kept confidential.
328,Sacred,product_bybrand_thumb.asp?mfgd=Sacred,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Sacred,EsBond Activator (5ml),Mfg. Part #: ESBOND ACTIVAT,F170434,E-mail addresses will be kept confidential.
329,Saeshin,product_bybrand_thumb.asp?mfgd=Saeshin,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Saeshin,"Sleepright Pillow, Small 24x12x3",Mfg. Part #: 03204-8,N/A,E-mail addresses will be kept confidential.
330,Safe Vac,product_bybrand_thumb.asp?mfgd=Safe+Vac,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Safe Vac,Sprint Health #RA-01,Mfg. Part #: SP3K,F170436,E-mail addresses will be kept confidential.
331,Saga Dental,product_bybrand_thumb.asp?mfgd=Saga+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Saga Dental,"Jiffy Brush, Pkg. of 12",Mfg. Part #: 5620 DCI,N/A,E-mail addresses will be kept confidential.
332,Sankin,product_bybrand_thumb.asp?mfgd=Sankin,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Sankin,Ultra Closed Water Supply System Intro Kit ,Mfg. Part #: 517A,F170438,E-mail addresses will be kept confidential.
333,Schwert Sword,product_bybrand_thumb.asp?mfgd=Schwert+Sword,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Schwert Sword,XFine 3mm (Yellow) Pkg. of 10,Mfg. Part #: TIW111A,N/A,E-mail addresses will be kept confidential.
334,Sci-Pharm,product_bybrand_thumb.asp?mfgd=Sci-Pharm,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Sci,Barracuda FG Metal Cutting Bur #B556/009 Pkg of 3,Mfg. Part #: B556,F170426,E-mail addresses will be kept confidential.
335,Scident,product_bybrand_thumb.asp?mfgd=Scident,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Scident,Perfex Folding Syringe,Mfg. Part #: 2371,N/A,E-mail addresses will be kept confidential.
336,SIA Ortho,product_bybrand_thumb.asp?mfgd=SIA+Ortho,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", SIA Ortho,Depressed Ant. Superior Perforated Tray (Set of 6),"Contains: 3 palatal, 3 lingual trays",F170440,E-mail addresses will be kept confidential.
337,Solmetex,product_bybrand_thumb.asp?mfgd=Solmetex,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Solmetex,Surgident Bone Mill,Mfg. Part #: SD-BM,,E-mail addresses will be kept confidential.
338,Solutek,product_bybrand_thumb.asp?mfgd=Solutek,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Solutek,Double Check Red/Blue Horseshoe Pkg. of 6 Books,Mfg. Part #: 1010,N/A,E-mail addresses will be kept confidential.
339,Sonix IV,product_bybrand_thumb.asp?mfgd=Sonix+IV,N/A,N/A,Diamond Whitestone/Flat/Coarse,Mfg. Part #: WUMC,F201312,E-mail addresses will be kept confidential.
340,Spartan,product_bybrand_thumb.asp?mfgd=Spartan,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Spartan,Task Metal Crown Remover,Mfg. Part #: 18015,N/A,E-mail addresses will be kept confidential.
341,Spectrum X-ray,product_bybrand_thumb.asp?mfgd=Spectrum+X-ray,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Spectrum X,Fiberglass Bur Assorted (6),Mfg. Part #: 0.3100,N/A,E-mail addresses will be kept confidential.
342,Spident,product_bybrand_thumb.asp?mfgd=Spident,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Spident,Miller Matte Finish Forceps (Pearson),Mfg. Part #: 502-MATTE,G050049,E-mail addresses will be kept confidential.
343,Splintek,product_bybrand_thumb.asp?mfgd=Splintek,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Splintek,Bite Relator Standard (Original),Mfg. Part #: 710,N/A,E-mail addresses will be kept confidential.
344,Spring Health,product_bybrand_thumb.asp?mfgd=Spring+Health,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Spring Health,Norma Solid Titanium Tray Set of 6,Contains: 1 each sizes upper and lower,G050051,E-mail addresses will be kept confidential.
345,Steri-Dent,product_bybrand_thumb.asp?mfgd=Steri-Dent,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Steri,"Intra-Oral Camera Sheaeth #IOC-100 5"" Pkg of 250","For C300, Dexcam #3, Sopro 617, XDR, Suni, Digora Vidi, VistaCam iX, SiroCam-3, Discovery 360, Focus, Dr. Cam, EZ Shot
",N/A,E-mail addresses will be kept confidential.
346,Sterilex,product_bybrand_thumb.asp?mfgd=Sterilex,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Sterilex,"TrollFoil, Blue, Pkg of 500",Mfg. Part #: 12000501,G050050,E-mail addresses will be kept confidential.
347,Sterngold,product_bybrand_thumb.asp?mfgd=Sterngold,N/A,N/A,Deli-Bite VPS Bite Registration Cartridge 2 x 50ml,Mfg. Part #: UC-IM10,N/A,E-mail addresses will be kept confidential.
348,Stoddard,product_bybrand_thumb.asp?mfgd=Stoddard,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Stoddard,Super RX Blue 5x12 (100),Mfg. Part #: PPB5052,,E-mail addresses will be kept confidential.
349,Strauss & Co,product_bybrand_thumb.asp?mfgd=Strauss+%26+Co,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Strauss & Co,	Cytoflex Titanium Mesh M4-100 (12mm X 25mm) each,Mfg. Part #: C02-4101,G550450,Disclaimer:
350,Subiton,product_bybrand_thumb.asp?mfgd=Subiton,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Subiton,Unicare Powder-Free Gloves (Small) Box of 100 ,"Buy 7, Get 3 FREE. Net Price: $6.97",N/A,E-mail addresses will be kept confidential.
351,Superior,product_bybrand_thumb.asp?mfgd=Superior,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Superior,Aquacut Powder KiT [pkg.6] 2 Of Each,Mfg. Part #: I/FIT8045F,N/A,E-mail addresses will be kept confidential.
